iter	Logloss
130	0.2166583757
131	0.2163260154
132	0.2161398101
133	0.2160347884
134	0.2159010167
135	0.215602115
136	0.2153924833
137	0.2152709883
138	0.2150769323
139	0.2148271007
140	0.2147501455
141	0.2144388246
142	0.2141411778
143	0.2139510919
144	0.2137042433
145	0.2135555235
146	0.2133826524
147	0.2132709148
148	0.2131828087
149	0.2128425844
150	0.2124489782
151	0.2121675336
152	0.2120471351
153	0.2119374367
154	0.2118103059
155	0.2117331371
156	0.2115877389
157	0.2113438899
158	0.2111042348
159	0.2109475649
160	0.2102532722
161	0.2100867691
162	0.2098464237
163	0.2096077975
164	0.2095039719
165	0.2094196491
166	0.209248934
167	0.2091383404
168	0.2090767381
169	0.2088796424
170	0.2086759008
171	0.2084341071
172	0.2083038931
173	0.2080260625
174	0.2078056971
175	0.2076466734
176	0.2072648099
177	0.2071824547
178	0.2069776671
179	0.2068968718
180	0.2067598834
181	0.2063340595
182	0.2062056932
183	0.2059413798
184	0.2057567889
185	0.2056452288
186	0.2055576894
187	0.205454551
188	0.2052811645
189	0.2051893782
190	0.2051078002
191	0.2050206953
192	0.2049310985
193	0.2048615142
194	0.2046300392
195	0.2045508627
196	0.2044569204
197	0.2043708079
198	0.2042476293
199	0.2039489328
200	0.2038218281
201	0.2037055045
202	0.203582179
203	0.2035067189
204	0.2033338141
205	0.2031867266
206	0.2030740777
207	0.20289146
208	0.2027766056
209	0.2025368694
210	0.2023641606
211	0.2021624427
212	0.202090313
213	0.2020113469
214	0.2018448406
215	0.2017963573
216	0.2017056962
217	0.2011942422
218	0.2011392256
219	0.2008595868
220	0.2007219802
221	0.200467349
222	0.2002756871
223	0.2000894812
224	0.1999417393
225	0.1998603438
226	0.1997956655
227	0.1995839559
228	0.1994058087
229	0.1993181773
230	0.1991675112
231	0.1990358006
232	0.1988280485
233	0.1987264409
234	0.1986804217
235	0.1985523457
236	0.1984636012
237	0.1983684523
238	0.1982032751
239	0.1981083325
240	0.1979755548
241	0.1978681402
242	0.1977234098
243	0.1975936076
244	0.1975330959
245	0.1974813367
246	0.19737092
247	0.1972778765
248	0.1972002925
249	0.1970713696
250	0.1969727526
251	0.1968420778
252	0.1966516331
253	0.196537311
254	0.1964301725
255	0.196234545
256	0.1960988822
257	0.1960120382
258	0.1959233291
259	0.1958584958
260	0.1956937629
261	0.1955127492
262	0.1954006226
263	0.1952951343
264	0.1951361592
265	0.1950567228
266	0.1949617216
267	0.1948614847
268	0.1947685424
269	0.1945962479
270	0.1944864945
271	0.1943426238
272	0.1941184698
273	0.193983969
274	0.1938705905
275	0.1937168412
276	0.1935646067
277	0.1934298581
278	0.1933190757
279	0.1932328144
280	0.1931512115
281	0.1930177289
282	0.1929048773
283	0.1928027636
284	0.1926937716
285	0.1925293364
286	0.1922730053
287	0.192170986
288	0.1920800612
289	0.1920047223
290	0.191909278
291	0.1918016859
292	0.1917011009
293	0.1915799929
294	0.1914788352
295	0.1913648764
296	0.191297321
297	0.1911406543
298	0.1910848513
299	0.1909280234
300	0.1907990238
301	0.1905462626
302	0.1904122035
303	0.1903095637
304	0.1902308738
305	0.1901586673
306	0.1900964749
307	0.1898919719
308	0.1898200289
309	0.18971364
310	0.1895962802
311	0.1895071405
312	0.1894045024
313	0.1892626068
314	0.1891953085
315	0.1891146551
316	0.1889864364
317	0.1888769018
318	0.1887964012
319	0.1886880175
320	0.1885828788
321	0.1884577632
322	0.1883535867
323	0.1882187443
324	0.188110722
325	0.1879891901
326	0.1878956168
327	0.1878058099
328	0.1877100856
329	0.18763315
330	0.1875650753
331	0.187447894
332	0.1873581398
333	0.1872973449
334	0.1872009511
335	0.1871475414
336	0.1870338934
337	0.1869653894
338	0.1868302805
339	0.1867276824
340	0.1866488552
341	0.1865219114
342	0.1863507109
343	0.1862907587
344	0.1861921348
345	0.186047182
346	0.1859703165
347	0.1858886966
348	0.1858085734
349	0.1857051862
350	0.1856028487
351	0.1855139266
352	0.1853749162
353	0.1852678408
354	0.1851609624
355	0.1850645401
356	0.1849593528
357	0.1847506109
358	0.184621846
359	0.1845340428
360	0.1843859884
361	0.1841689959
362	0.1840873852
363	0.1838897014
364	0.1838224109
365	0.1837396897
366	0.1836723785
367	0.1835827658
368	0.1835116417
369	0.1833774823
370	0.1832476043
371	0.183183182
372	0.1831034255
373	0.1829449938
374	0.1827755211
375	0.182689598
376	0.1825981456
377	0.1825210035
378	0.1824521739
379	0.1823783333
380	0.1822833376
381	0.1820946604
382	0.1820320371
383	0.1819659438
384	0.181895111
385	0.1818145315
386	0.1817076606
387	0.1816704524
388	0.1815719694
389	0.1815127545
390	0.1814335389
391	0.1813407744
392	0.1812490018
393	0.1810804648
394	0.1809549193
395	0.180813682
396	0.180763446
397	0.1806201088
398	0.1805437226
399	0.1804853554
400	0.1803743719
401	0.1802246501
402	0.1801147624
403	0.1800301424
404	0.1799548324
405	0.1797830567
406	0.1797048589
407	0.1795764575
408	0.17950507
409	0.1793518975
410	0.1791263316
411	0.1790138537
412	0.178903347
413	0.1788394935
414	0.1786080318
415	0.17851267
416	0.1784435281
417	0.1783347681
418	0.1781271346
419	0.1780783284
420	0.1780017314
421	0.1778515369
422	0.1776251352
423	0.1775379227
424	0.1774958011
425	0.1774344227
426	0.1773596435
427	0.1772640046
428	0.1772049206
429	0.1771288034
430	0.1769739109
431	0.1769117587
432	0.1767769078
433	0.1766807888
434	0.1766002537
435	0.1765154158
436	0.1764434685
437	0.1763860237
438	0.1762733027
439	0.1761617611
440	0.1761112142
441	0.1760617877
442	0.1759642036
443	0.1758930916
444	0.1758179611
445	0.1757616962
446	0.1756545028
447	0.175591723
448	0.1753668039
449	0.1752057471
450	0.1751408457
451	0.1750641726
452	0.1750327769
453	0.1749279175
454	0.1748591579
455	0.1746941034
456	0.1746074415
457	0.1745299759
458	0.174481994
459	0.1743537319
460	0.174259987
461	0.1741802426
462	0.1741106123
463	0.1740595644
464	0.1739697396
465	0.173881188
466	0.1738273626
467	0.173700796
468	0.1736289949
469	0.1735782838
470	0.1734849421
471	0.1734296451
472	0.1733273555
473	0.173240144
474	0.1731085216
475	0.1730105324
476	0.1729114434
477	0.1728208124
478	0.1727787375
479	0.1727082846
480	0.1726371636
481	0.1725351611
482	0.1724533804
483	0.1724026304
484	0.1722905091
485	0.172157133
486	0.1720876415
487	0.1719944786
488	0.1719283217
489	0.1718163081
490	0.1717325001
491	0.17169091
492	0.1715289927
493	0.1714226354
494	0.1713883883
495	0.1713577742
496	0.1712722705
497	0.1711886741
498	0.1711192374
499	0.171057335
500	0.1709800557
501	0.1709308057
502	0.1709073855
503	0.170823
504	0.1707026938
505	0.1706549448
506	0.1705698933
507	0.1705156416
508	0.1703694478
509	0.1702813643
510	0.1702205823
511	0.1701600409
512	0.1700873483
513	0.170024428
514	0.169988375
515	0.1699129555
516	0.1697869923
517	0.1697350013
518	0.1696839942
519	0.1696134157
520	0.169524555
521	0.1694769999
522	0.1693953845
523	0.1692368868
524	0.1691907526
525	0.1691175005
526	0.1689945136
527	0.1688894
528	0.1687872288
529	0.1686916125
530	0.1686278003
531	0.1685712152
532	0.1685050824
533	0.1684264989
534	0.1683591169
535	0.1682474036
536	0.1681450973
537	0.1680645638
538	0.1680224996
539	0.1678665766
540	0.1677686046
541	0.1676824785
542	0.1676230517
543	0.1675932381
544	0.1675439442
545	0.1674595432
546	0.1673305918
547	0.1672102344
548	0.167131411
549	0.1670408502
550	0.1669859125
551	0.1669306112
552	0.1668445941
553	0.1667901141
554	0.1667266878
555	0.1666006491
556	0.1664859396
557	0.166330604
558	0.1662387744
559	0.1661513451
560	0.1661043832
561	0.1659887356
562	0.1658979355
563	0.1657423159
564	0.1656915943
565	0.1656115434
566	0.165489303
567	0.1653617802
568	0.1651113936
569	0.1650003308
570	0.1649386553
571	0.1648533748
572	0.1647044694
573	0.1646343612
574	0.1645537899
575	0.164507215
576	0.1644457042
577	0.1643681179
578	0.164319324
579	0.1641853583
580	0.1640793651
581	0.1640049942
582	0.1639661573
583	0.1639105778
584	0.1638500681
585	0.1638377139
586	0.1637822045
587	0.1637128099
588	0.1636188567
589	0.1635578316
590	0.1634941234
591	0.1634499875
592	0.1633984626
593	0.1633629357
594	0.1633091928
595	0.1632768623
596	0.1632494012
597	0.1631821829
598	0.1631411833
599	0.1630775525
600	0.1629931063
601	0.1629332828
602	0.1628373262
603	0.1627755992
604	0.1627337348
605	0.1626928915
606	0.1626479896
607	0.1625115431
608	0.1624538908
609	0.1624184717
610	0.1623556157
611	0.1622697383
612	0.1621764499
613	0.1620604646
614	0.1619688828
615	0.1618485142
616	0.1617887091
617	0.1617150806
618	0.1616567234
619	0.16156787
620	0.1614393334
621	0.1613882417
622	0.16133328
623	0.1612758384
624	0.1612217586
625	0.1611562124
626	0.1610433395
627	0.1609856549
628	0.1609417617
629	0.1608563058
630	0.1607533207
631	0.1606386594
632	0.1605762014
633	0.1605274561
634	0.1604857636
635	0.1604541909
636	0.1604252432
637	0.1603889828
638	0.1603199873
639	0.1602458659
640	0.1601932078
641	0.1601161382
642	0.160059644
643	0.1600071916
644	0.1599379972
645	0.1598934011
646	0.1598022306
647	0.1597579163
648	0.1596634917
649	0.1596211168
650	0.1595760821
651	0.1595118633
652	0.1594562616
653	0.1593854414
654	0.1593433868
655	0.1592818553
656	0.1592207128
657	0.1591128954
658	0.1590401666
659	0.1589800292
660	0.1588945402
661	0.1587859541
662	0.1587253894
663	0.1586772513
664	0.1586022318
665	0.1585505785
666	0.1585166854
667	0.15843915
668	0.1583443562
669	0.1582876204
670	0.15819789
671	0.1581338962
672	0.158057302
673	0.1580060385
674	0.1579312777
675	0.1578789455
676	0.1578366903
677	0.157803198
678	0.1577508314
679	0.1576753603
680	0.1576226637
681	0.1575861204
682	0.1575234602
683	0.1574167804
684	0.1573710935
685	0.1573293553
686	0.1572624971
687	0.1572211425
688	0.1571783178
689	0.15711585
690	0.1569998852
691	0.1569389586
692	0.1568592915
693	0.1567249334
694	0.1566674454
695	0.1565894671
696	0.1565166977
697	0.1564458176
698	0.1563922215
699	0.1562771197
700	0.1562043712
701	0.1561018691
702	0.156055771
703	0.1560246968
704	0.155986358
705	0.1559598142
706	0.1559351852
707	0.1558761276
708	0.1558064289
709	0.1557508854
710	0.1556493315
711	0.1556027473
712	0.1555269867
713	0.155440126
714	0.1553814532
715	0.1553468119
716	0.1552604758
717	0.1551827264
718	0.1551151558
719	0.1550345715
720	0.1549803646
721	0.1548942103
722	0.1547653157
723	0.1547179139
724	0.1546376347
725	0.154541191
726	0.1544191619
727	0.1543194684
728	0.1542224342
729	0.1541380464
730	0.1541005831
731	0.1539934098
732	0.1539099167
733	0.1538280538
734	0.1537730485
735	0.1536660693
736	0.1535563351
737	0.1534990829
738	0.1534456094
739	0.1533723573
740	0.1532814945
741	0.1531907961
742	0.1531002484
743	0.1530445025
744	0.1529710151
745	0.1529170612
746	0.1528302651
747	0.1527650122
748	0.152728745
749	0.1526947477
750	0.152617758
751	0.1525688519
752	0.1524728076
753	0.1524134181
754	0.1523338825
755	0.1522839145
756	0.1522005579
757	0.152137085
758	0.1520273815
759	0.1519661026
760	0.1519250209
761	0.1518395156
762	0.15180116
763	0.1517510521
764	0.1516710621
765	0.1515890746
766	0.1514981113
767	0.1514575462
768	0.1514086287
769	0.1513516053
770	0.1512983885
771	0.1511731342
772	0.1511016822
773	0.1510243171
774	0.1509404044
775	0.1509114113
776	0.1508641694
777	0.1507899109
778	0.1507178967
779	0.1506774431
780	0.1506547145
781	0.1505977808
782	0.1505235388
783	0.1504085946
784	0.1503820644
785	0.1502870277
786	0.1502435166
787	0.150174888
788	0.1500802709
789	0.1500425907
790	0.1500178334
791	0.1499409363
792	0.1498571171
793	0.1497905235
794	0.149751418
795	0.1496815764
796	0.1496288237
797	0.1495552161
798	0.1494856355
799	0.1494221406
800	0.1493124168
801	0.1492598478
802	0.1492246966
803	0.1491633794
804	0.1490957303
805	0.1490679085
806	0.1490208899
807	0.1489561596
808	0.1488581621
809	0.1487666672
810	0.1486857872
811	0.1486016259
812	0.148560798
813	0.1484754131
814	0.1484180224
815	0.1483750763
816	0.1482245236
817	0.1481596795
818	0.1481249083
819	0.1480599329
820	0.1479807124
821	0.1479020894
822	0.1478344161
823	0.1477999946
824	0.1477664401
825	0.1477035228
826	0.1476534762
827	0.1475734638
828	0.1475214954
829	0.1474766133
830	0.1474449498
831	0.1473987019
832	0.1473123661
833	0.1472602133
834	0.1472252326
835	0.1471701658
836	0.1470553847
837	0.1470165045
838	0.1469092252
839	0.146844904
840	0.1467145802
841	0.1466864715
842	0.1466104339
843	0.1465533365
844	0.1464834556
845	0.1464187509
846	0.1463659446
847	0.146313244
848	0.1462430343
849	0.1461883914
850	0.1460988356
851	0.1460168473
852	0.1459477218
853	0.1458756651
854	0.1458230645
855	0.1457735674
856	0.1457421438
857	0.1457109283
858	0.1456685649
859	0.1456110277
860	0.1455782211
861	0.1455383307
862	0.1454872467
863	0.1454329365
864	0.1453493003
865	0.1452862511
866	0.145192822
867	0.1451328991
868	0.1450656542
869	0.1449811876
870	0.1449242532
871	0.1448744126
872	0.1448120176
873	0.1447802576
874	0.1447474359
875	0.1447027914
876	0.1446310369
877	0.1445466331
878	0.144472998
879	0.144400913
880	0.1443388008
881	0.1442645078
882	0.1442126062
883	0.1441736859
884	0.144099194
885	0.1440341607
886	0.143962854
887	0.1438967791
888	0.1438477636
889	0.1438109744
890	0.1437448877
891	0.1436918646
892	0.1436260011
893	0.1435593198
894	0.1434982157
895	0.1434383875
896	0.1433890725
897	0.1433351059
898	0.1432784639
899	0.143199006
900	0.1431087349
901	0.1430555699
902	0.1430087678
903	0.1429729404
904	0.1429415955
905	0.1429062244
906	0.142866868
907	0.1427848232
908	0.1427107895
909	0.1426370235
910	0.142604786
911	0.1425699677
912	0.1425275846
913	0.1424542288
914	0.1423789282
915	0.1422573755
916	0.1422106071
917	0.1421550854
918	0.142105483
919	0.142034952
920	0.1419852866
921	0.1419161749
922	0.1418768921
923	0.1418515923
924	0.1418065352
925	0.141750458
926	0.1416962934
927	0.1416347145
928	0.1416072778
929	0.1415824547
930	0.1415399425
931	0.1414932855
932	0.1414509111
933	0.1414078092
934	0.1413565662
935	0.1413010826
936	0.1412597938
937	0.141206986
938	0.1411449592
939	0.1411018428
940	0.1410246602
941	0.140979967
942	0.1409341968
943	0.1408794132
944	0.1408370962
945	0.1407968957
946	0.1407501289
947	0.1407202411
948	0.1406867678
949	0.1406739326
950	0.1406509559
951	0.1405928957
952	0.1405626409
953	0.1404958705
954	0.1404508926
955	0.1403947076
956	0.1403252584
957	0.1402743067
958	0.1402177701
959	0.1401545831
960	0.1400754356
961	0.1400313992
962	0.1399566825
963	0.1399416367
964	0.1398757746
965	0.1397996902
966	0.1397441919
967	0.1396936158
968	0.1396509844
969	0.1395937563
970	0.139537761
971	0.1394924887
972	0.1394235852
973	0.1393339796
974	0.1392681418
975	0.1392148041
976	0.1391518927
977	0.1391195378
978	0.1390989896
979	0.1390439301
980	0.1389763718
981	0.1389074354
982	0.1388415106
983	0.1388005921
984	0.1387680919
985	0.1387113588
986	0.1386489869
987	0.1385885672
988	0.1385393763
989	0.1384817032
990	0.1384435413
991	0.1384110074
992	0.1383638138
993	0.1383148529
994	0.138297999
995	0.1382361934
996	0.1381376758
997	0.1380507133
998	0.1379850891
999	0.1379154269
